,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Binned 1st Semester,Binned 2nd Semester
3934,1,9,3,14,1,1,1,1,1,1,1,1,0,0,1,0,1,19,0,0,6,10,0,0.0,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,Dropout,Very Low GPA,Very Low GPA
3936,1,1,1,8,1,1,1,1,1,1,1,1,0,1,1,0,0,20,0,0,5,10,2,12.0,2,0,5,9,4,11.0,0,9.4,-0.8,-3.12,Dropout,Average GPA,Low GPA
3938,1,1,2,12,1,1,1,1,1,1,1,1,0,0,1,0,0,19,0,0,7,7,7,14.20857142857143,0,0,8,9,8,15.127777777777778,0,11.1,0.6,2.02,Graduate,Above Average GPA,Above Average GPA
3939,1,1,5,12,1,1,1,1,1,1,1,1,0,0,1,0,0,20,0,0,7,7,7,14.30714285714286,0,0,8,8,8,15.0125,0,12.4,0.5,1.79,Graduate,Above Average GPA,Above Average GPA
3941,1,12,1,16,1,12,1,1,1,1,1,1,0,0,1,0,0,29,0,0,7,14,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout,Very Low GPA,Very Low GPA
3942,1,8,3,10,1,1,1,1,1,1,1,1,0,0,1,0,0,19,0,0,6,10,6,12.0,0,0,6,12,4,11.0,0,12.7,3.7,-1.7,Graduate,Average GPA,Low GPA
3943,5,12,1,9,1,1,1,5,5,5,5,0,0,1,0,0,0,24,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,13.9,-0.3,0.79,Dropout,Very Low GPA,Very Low GPA
3944,5,12,1,4,1,1,1,5,5,5,5,0,0,1,0,0,0,27,0,0,6,6,0,0.0,0,0,6,7,0,0.0,0,8.9,1.4,3.51,Dropout,Very Low GPA,Very Low GPA
3945,1,8,1,15,1,1,1,1,1,1,1,1,0,0,1,0,1,18,0,0,6,7,6,13.857142857142858,0,0,6,7,6,14.285714285714286,0,13.9,-0.3,0.79,Graduate,Average GPA,Above Average GPA
3946,1,8,2,2,1,1,1,1,1,1,1,1,0,0,1,0,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Graduate,Very Low GPA,Very Low GPA
3947,1,8,4,13,1,1,1,1,1,1,1,1,0,0,1,0,0,21,0,0,7,0,0,0.0,0,0,7,0,0,0.0,0,12.7,3.7,-1.7,Dropout,Very Low GPA,Very Low GPA
3948,2,12,1,14,1,1,1,2,2,2,2,0,0,0,1,0,1,43,0,0,6,8,5,11.0,0,0,6,9,5,13.0,0,12.4,0.5,1.79,Graduate,Low GPA,Average GPA
3949,1,14,1,9,1,1,1,1,1,1,1,0,0,0,1,0,1,18,0,0,5,9,5,13.2,0,0,5,13,5,14.4,5,16.2,0.3,-0.92,Graduate,Average GPA,Above Average GPA
3950,1,9,1,6,1,1,1,1,1,1,1,1,0,0,1,0,1,21,0,0,6,7,6,13.5,0,0,6,6,3,15.333333333333334,0,8.9,1.4,3.51,Dropout,Average GPA,Above Average GPA
3951,1,4,1,9,1,3,1,1,1,1,1,0,0,0,1,0,0,26,0,0,5,5,0,0.0,0,0,5,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,Very Low GPA,Very Low GPA
3952,1,1,6,12,1,1,1,1,1,1,1,1,0,0,1,0,1,19,0,0,8,8,7,14.214285714285714,0,0,8,8,7,14.214285714285714,0,12.7,3.7,-1.7,Graduate,Above Average GPA,Above Average GPA
3953,1,1,1,6,1,1,1,1,1,1,1,0,0,0,1,0,0,18,0,0,5,5,5,13.0,0,0,5,5,5,12.4,0,7.6,2.6,0.32,Graduate,Average GPA,Average GPA
3954,1,1,1,15,1,1,1,1,1,1,1,1,0,0,1,0,0,22,0,0,6,13,2,12.0,0,0,6,14,1,10.0,0,9.4,-0.8,-3.12,Dropout,Average GPA,Low GPA
3955,1,12,1,12,1,12,1,1,1,1,1,1,0,0,1,0,0,27,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,11.1,0.6,2.02,Dropout,Very Low GPA,Very Low GPA
3956,1,1,3,9,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,5,6,5,12.8,1,0,5,6,5,12.6,0,9.4,-0.8,-3.12,Graduate,Average GPA,Average GPA
3957,1,8,1,6,1,1,1,1,1,1,1,0,0,0,1,0,0,19,0,0,5,11,4,13.6,2,0,5,9,4,12.2,0,9.4,-0.8,-3.12,Graduate,Average GPA,Average GPA
3958,1,8,4,12,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,7,7,7,13.971428571428572,0,0,8,8,8,15.75,0,13.9,-0.3,0.79,Graduate,Average GPA,Above Average GPA
3959,1,1,1,6,1,1,1,1,1,1,1,0,0,0,1,0,1,19,0,0,6,8,6,15.0,0,0,6,9,6,14.857142857142858,0,11.1,0.6,2.02,Graduate,Above Average GPA,Above Average GPA
3960,1,12,1,6,1,1,1,1,1,1,1,0,0,0,0,0,0,32,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,Very Low GPA,Very Low GPA
3961,1,13,1,12,1,1,1,1,1,1,1,1,0,0,1,0,0,23,0,20,26,27,26,15.07777777777778,0,14,17,17,17,15.023529411764704,0,15.5,2.8,-4.06,Graduate,Above Average GPA,Above Average GPA
3962,1,8,3,12,1,1,1,1,1,1,1,1,0,0,1,0,0,20,0,0,7,7,6,13.383333333333333,0,0,7,7,6,13.383333333333333,0,7.6,2.6,0.32,Graduate,Average GPA,Average GPA
3963,1,1,1,2,1,1,1,1,1,1,1,1,0,1,1,0,0,20,0,6,12,12,12,13.25,0,4,11,16,10,13.090909090909092,0,8.9,1.4,3.51,Graduate,Average GPA,Average GPA
3964,1,8,1,10,1,1,1,1,1,1,1,1,0,1,0,0,0,19,0,0,6,10,5,11.714285714285714,0,0,6,13,2,10.666666666666666,0,16.2,0.3,-0.92,Dropout,Low GPA,Low GPA
3965,1,1,3,12,1,1,1,1,1,1,1,1,0,0,1,0,1,18,0,0,8,8,8,13.01125,0,0,8,8,8,13.01125,0,9.4,-0.8,-3.12,Graduate,Average GPA,Average GPA
3966,1,15,1,4,1,14,1,1,1,1,1,0,0,0,1,0,0,21,0,0,6,12,3,10.666666666666666,2,0,6,12,4,12.0,0,15.5,2.8,-4.06,Dropout,Low GPA,Average GPA
3968,1,15,1,6,1,14,1,1,1,1,1,1,0,0,1,0,0,22,0,1,6,9,6,13.0,0,1,6,18,3,12.666666666666666,0,12.4,0.5,1.79,Graduate,Average GPA,Average GPA
3969,1,15,1,17,0,14,1,1,1,1,1,0,0,0,1,0,0,26,0,0,5,5,5,12.0,0,0,5,7,5,11.4,0,12.7,3.7,-1.7,Graduate,Average GPA,Low GPA
3970,1,1,1,5,1,1,1,1,1,1,1,1,0,0,1,0,0,20,0,0,6,6,6,12.166666666666666,0,0,6,7,5,13.8,0,12.7,3.7,-1.7,Graduate,Average GPA,Average GPA
3971,1,1,1,12,1,1,1,1,1,1,1,1,0,0,1,0,0,19,0,0,7,10,6,11.85,0,0,8,10,7,13.65,0,16.2,0.3,-0.92,Graduate,Low GPA,Average GPA
3972,1,12,1,17,0,1,1,1,1,1,1,0,0,0,1,0,0,31,0,0,5,8,4,11.0,0,0,5,6,5,11.2,0,7.6,2.6,0.32,Graduate,Low GPA,Low GPA
3973,1,14,3,12,1,1,1,1,1,1,1,1,0,1,1,0,1,20,0,0,7,9,7,12.327777777777778,0,0,8,10,8,11.736,0,15.5,2.8,-4.06,Graduate,Average GPA,Low GPA
3974,1,14,1,6,1,1,1,1,1,1,1,1,0,0,1,0,0,20,0,0,5,9,4,12.0,0,0,5,10,5,13.428571428571429,1,10.8,1.4,1.74,Graduate,Average GPA,Average GPA
3975,1,8,4,12,1,1,1,1,1,1,1,1,0,0,1,0,0,21,0,0,7,7,7,14.428571428571429,0,0,8,9,8,14.511111111111113,0,16.2,0.3,-0.92,Graduate,Above Average GPA,Above Average GPA
3976,1,1,4,12,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,7,7,7,13.78,0,0,8,8,8,12.6125,0,12.4,0.5,1.79,Graduate,Average GPA,Average GPA
3977,1,8,2,12,1,1,1,1,1,1,1,1,0,0,1,0,1,19,0,0,7,7,6,13.8,0,0,7,7,6,13.8,0,7.6,2.6,0.32,Graduate,Average GPA,Average GPA
3978,1,1,1,16,1,1,1,1,1,1,1,1,0,0,1,0,1,18,0,0,7,7,7,14.857142857142858,0,0,7,7,7,15.142857142857142,0,13.9,-0.3,0.79,Graduate,Above Average GPA,Above Average GPA
3980,1,8,6,10,1,1,1,1,1,1,1,0,0,0,1,0,1,18,0,0,6,7,6,12.142857142857142,0,0,6,6,6,13.333333333333334,0,13.9,-0.3,0.79,Graduate,Average GPA,Average GPA
3981,1,1,2,6,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,6,7,6,15.666666666666666,0,0,6,6,6,14.833333333333334,0,8.9,1.4,3.51,Graduate,Above Average GPA,Above Average GPA
3982,1,8,1,12,1,1,1,1,1,1,1,1,0,0,1,0,0,19,0,0,7,13,5,12.5,0,0,8,14,7,12.166666666666666,0,15.5,2.8,-4.06,Graduate,Average GPA,Average GPA
3983,1,8,1,10,1,1,1,1,1,1,1,0,0,0,1,0,1,19,0,0,6,7,6,12.833333333333334,0,0,6,6,6,13.166666666666666,0,12.4,0.5,1.79,Graduate,Average GPA,Average GPA
3984,1,12,1,4,1,1,1,1,1,1,1,0,0,1,0,0,0,28,0,0,6,6,0,0.0,0,0,6,7,0,0.0,0,8.9,1.4,3.51,Dropout,Very Low GPA,Very Low GPA
3985,1,8,1,5,1,1,1,1,1,1,1,1,0,0,1,0,0,20,0,0,6,6,6,12.5,0,0,6,6,6,12.666666666666666,0,7.6,2.6,0.32,Graduate,Average GPA,Average GPA
3986,1,1,2,15,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,6,14,4,11.25,0,0,6,9,5,13.0,0,9.4,-0.8,-3.12,Graduate,Low GPA,Average GPA
3987,1,1,2,12,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,7,7,6,15.25,0,0,7,7,6,15.25,0,7.6,2.6,0.32,Graduate,Above Average GPA,Above Average GPA
3988,1,1,1,6,1,1,1,1,1,1,1,1,0,0,1,0,1,20,0,0,5,13,5,14.0,2,0,5,10,3,12.0,1,9.4,-0.8,-3.12,Graduate,Above Average GPA,Average GPA
3989,1,14,1,10,1,1,1,1,1,1,1,0,0,1,1,0,0,28,0,15,16,16,13,12.076923076923077,0,13,13,13,11,12.090909090909092,0,16.2,0.3,-0.92,Graduate,Average GPA,Average GPA
3990,1,6,1,16,1,1,14,1,1,1,1,0,0,0,1,0,0,23,1,11,16,17,16,14.625,0,6,10,12,9,14.88888888888889,0,8.9,1.4,3.51,Graduate,Above Average GPA,Above Average GPA
3991,1,1,1,16,1,1,1,1,1,1,1,1,0,0,1,0,0,19,0,0,7,10,4,10.5,0,0,7,7,2,10.5,0,16.2,0.3,-0.92,Dropout,Low GPA,Low GPA
3992,1,8,1,10,1,1,1,1,1,1,1,1,0,0,1,0,1,18,0,0,6,8,6,12.833333333333334,0,0,6,6,6,12.166666666666666,0,8.9,1.4,3.51,Graduate,Average GPA,Average GPA
3993,1,1,3,15,1,1,9,1,1,1,1,0,0,1,0,0,1,20,1,0,6,6,6,12.5,0,0,6,7,5,11.8,0,10.8,1.4,1.74,Graduate,Average GPA,Low GPA
3994,1,1,1,2,1,1,1,1,1,1,1,1,0,0,1,0,0,20,0,5,12,13,12,11.23076923076923,0,3,11,18,9,12.77777777777778,0,11.1,0.6,2.02,Graduate,Low GPA,Average GPA
3995,2,12,1,17,0,1,1,2,2,2,2,0,0,0,1,0,0,27,0,0,5,5,2,10.5,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,Low GPA,Very Low GPA
3996,1,1,1,16,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,6,11,3,12.0,0,0,6,13,2,12.0,0,12.7,3.7,-1.7,Dropout,Average GPA,Average GPA
3997,4,12,2,13,1,12,1,4,4,4,4,0,0,0,1,0,1,37,0,0,7,10,7,10.985714285714286,0,0,8,11,8,12.3,0,10.8,1.4,1.74,Graduate,Low GPA,Average GPA
3998,4,4,1,12,1,15,1,4,4,4,4,0,0,0,0,0,0,42,0,2,7,10,5,12.62,0,3,7,11,3,14.166666666666666,0,12.4,0.5,1.79,Dropout,Average GPA,Above Average GPA
3999,1,8,6,12,1,1,1,1,1,1,1,1,0,0,1,0,0,20,0,0,7,9,6,13.0,0,0,8,8,8,14.2125,0,13.9,-0.3,0.79,Dropout,Average GPA,Above Average GPA
4000,2,12,1,7,1,1,1,2,2,2,2,0,0,0,0,1,0,34,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout,Very Low GPA,Very Low GPA
4001,1,13,1,7,1,1,1,1,1,1,1,1,0,0,1,1,0,22,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,10.8,1.4,1.74,Dropout,Very Low GPA,Very Low GPA
4002,2,12,2,11,1,12,1,2,2,2,2,0,0,0,1,1,0,39,0,0,6,6,6,13.5,0,0,6,6,6,13.333333333333334,0,12.4,0.5,1.79,Graduate,Average GPA,Average GPA
4003,1,1,1,12,1,1,1,1,1,1,1,1,0,0,1,1,1,18,0,0,7,7,6,13.516666666666666,0,0,7,7,6,13.516666666666666,0,7.6,2.6,0.32,Graduate,Average GPA,Average GPA
4004,1,1,2,5,1,1,1,1,1,1,1,1,0,0,1,1,1,21,0,0,6,6,6,13.166666666666666,0,0,6,8,6,13.285714285714286,0,8.9,1.4,3.51,Graduate,Average GPA,Average GPA
4005,2,12,1,6,1,1,1,2,2,2,2,0,0,0,1,1,0,34,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout,Very Low GPA,Very Low GPA
4006,1,15,1,4,1,14,1,1,1,1,1,0,0,0,1,1,1,22,0,0,6,8,6,13.125,0,0,6,10,6,13.0,0,16.2,0.3,-0.92,Graduate,Average GPA,Average GPA
4007,1,12,1,4,1,1,1,1,1,1,1,0,0,0,1,1,0,31,0,0,6,15,3,14.4,0,0,6,20,0,0.0,0,16.2,0.3,-0.92,Dropout,Above Average GPA,Very Low GPA
4008,1,9,3,16,1,1,1,1,1,1,1,1,0,0,0,1,0,19,0,0,6,10,4,12.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,Dropout,Average GPA,Very Low GPA
4009,1,8,5,11,1,1,1,1,1,1,1,0,0,0,1,1,0,19,0,0,5,5,0,0.0,0,0,5,10,0,0.0,0,10.8,1.4,1.74,Dropout,Very Low GPA,Very Low GPA
4010,1,12,1,13,1,12,1,1,1,1,1,0,0,0,1,1,0,31,0,0,7,7,0,0.0,0,0,7,7,0,0.0,0,15.5,2.8,-4.06,Dropout,Very Low GPA,Very Low GPA
4012,2,12,2,14,1,1,14,2,2,2,2,0,0,0,1,0,0,30,1,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,Very Low GPA,Very Low GPA
4013,1,16,1,12,1,1,1,1,1,1,1,1,0,0,1,0,1,20,0,2,7,7,7,16.13142857142857,0,0,8,9,8,15.52222222222222,0,11.1,0.6,2.02,Graduate,High GPA,Above Average GPA
4014,1,8,1,12,1,1,1,1,1,1,1,1,0,0,1,0,1,18,0,0,7,7,7,14.838571428571427,0,0,8,9,8,14.8,0,12.4,0.5,1.79,Graduate,Above Average GPA,Above Average GPA
4015,4,12,1,17,0,1,1,4,4,4,4,0,0,0,1,0,0,31,0,0,5,7,3,10.333333333333334,0,0,5,6,3,12.0,0,10.8,1.4,1.74,Dropout,Low GPA,Average GPA
4016,1,8,1,11,1,1,1,1,1,1,1,1,0,0,1,0,0,19,0,0,6,11,3,12.0,0,0,6,11,4,11.25,0,7.6,2.6,0.32,Dropout,Average GPA,Low GPA
4017,4,12,1,3,0,1,1,4,4,4,4,0,0,0,1,0,1,43,0,0,6,6,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout,Very Low GPA,Very Low GPA
4018,1,8,2,11,1,1,1,1,1,1,1,1,0,0,1,0,1,20,0,0,6,6,6,13.166666666666666,0,0,6,6,6,14.0,0,13.9,-0.3,0.79,Graduate,Average GPA,Above Average GPA
4019,1,1,2,12,1,1,1,1,1,1,1,1,0,0,1,0,1,19,0,0,8,8,8,13.9475,0,0,8,8,8,13.9475,0,9.4,-0.8,-3.12,Graduate,Average GPA,Average GPA
4020,1,1,1,14,1,1,1,1,1,1,1,0,0,0,1,0,0,22,0,0,5,6,3,11.333333333333334,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout,Low GPA,Very Low GPA
4021,1,1,1,3,0,1,1,1,1,1,1,0,0,0,1,0,0,26,0,2,8,11,7,12.75,0,2,7,7,7,12.285714285714286,0,16.2,0.3,-0.92,Graduate,Average GPA,Average GPA
4022,1,9,1,9,1,1,1,1,1,1,1,1,0,0,1,0,1,19,0,0,5,6,5,12.6,0,0,5,8,5,11.25,0,10.8,1.4,1.74,Graduate,Average GPA,Low GPA
4023,1,4,1,12,1,3,1,1,1,1,1,1,0,0,1,0,0,29,0,0,8,8,6,12.25,1,0,8,8,6,12.25,1,12.7,3.7,-1.7,Dropout,Average GPA,Average GPA
4026,1,12,1,4,1,1,1,1,1,1,1,0,0,0,1,0,0,41,0,8,12,17,12,11.833333333333334,0,3,12,22,9,12.7,0,15.5,2.8,-4.06,Graduate,Low GPA,Average GPA
4027,1,1,6,12,1,1,1,1,1,1,1,1,0,0,1,0,0,19,0,0,8,10,6,13.066666666666668,0,0,8,10,6,13.066666666666668,0,12.7,3.7,-1.7,Dropout,Average GPA,Average GPA
4028,1,1,1,5,1,1,1,1,1,1,1,0,0,1,1,0,0,19,0,0,6,6,6,13.833333333333334,0,0,6,8,6,13.875,0,10.8,1.4,1.74,Graduate,Average GPA,Average GPA
4029,4,4,1,12,1,3,1,4,4,4,4,0,0,0,1,0,0,43,0,0,7,7,3,13.833333333333334,1,0,7,7,0,0.0,0,16.2,0.3,-0.92,Dropout,Average GPA,Very Low GPA
4030,1,8,1,8,1,1,1,1,1,1,1,1,0,0,1,0,0,19,0,0,5,5,5,11.8,0,0,5,5,5,13.2,0,10.8,1.4,1.74,Graduate,Low GPA,Average GPA
4032,1,1,6,12,1,1,1,1,1,1,1,1,0,0,1,1,0,18,0,0,8,8,8,13.74625,0,0,8,8,8,13.74625,0,9.4,-0.8,-3.12,Graduate,Average GPA,Average GPA
4033,1,1,1,2,1,1,1,1,1,1,1,1,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Dropout,Very Low GPA,Very Low GPA
4034,2,12,1,3,0,12,1,2,2,2,2,0,0,0,1,1,0,38,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,Very Low GPA,Very Low GPA
4035,2,4,1,8,1,2,1,2,2,2,2,1,0,0,1,1,0,37,0,0,6,9,0,0.0,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,Dropout,Very Low GPA,Very Low GPA
4036,1,12,1,14,1,1,1,1,1,1,1,1,0,0,1,0,1,26,0,0,6,6,6,13.333333333333334,0,0,6,10,5,14.5,0,10.8,1.4,1.74,Graduate,Average GPA,Above Average GPA
4038,1,1,3,6,1,1,1,1,1,1,1,1,0,0,1,0,1,18,0,0,6,7,6,15.666666666666666,0,0,6,8,6,15.285714285714286,0,8.9,1.4,3.51,Graduate,Above Average GPA,Above Average GPA
4039,1,1,1,16,1,1,1,1,1,1,1,0,0,0,1,0,0,18,0,0,7,9,7,11.857142857142858,0,0,7,7,7,11.857142857142858,0,16.2,0.3,-0.92,Graduate,Low GPA,Low GPA
4040,1,1,1,6,1,1,1,1,1,1,1,0,0,0,1,0,0,18,0,0,5,12,5,14.5,2,0,5,5,5,13.6,0,9.4,-0.8,-3.12,Graduate,Above Average GPA,Average GPA
4041,1,8,1,10,1,1,1,1,1,1,1,0,0,0,1,0,0,19,0,0,6,6,6,12.166666666666666,0,0,6,7,6,13.714285714285714,0,15.5,2.8,-4.06,Graduate,Average GPA,Average GPA
4042,1,1,1,15,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,6,6,5,12.6,0,0,6,8,6,12.0,0,11.1,0.6,2.02,Graduate,Average GPA,Average GPA
4044,1,8,1,10,1,1,1,1,1,1,1,0,0,1,1,0,1,19,0,0,6,6,6,12.666666666666666,0,0,6,7,6,13.0,0,8.9,1.4,3.51,Graduate,Average GPA,Average GPA
4045,1,1,1,12,1,1,1,1,1,1,1,0,0,0,1,0,0,19,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,16.2,0.3,-0.92,Dropout,Very Low GPA,Very Low GPA
4046,1,1,1,11,1,1,1,1,1,1,1,1,0,0,1,0,1,18,0,0,6,7,6,12.857142857142858,0,0,6,10,4,13.0,0,12.7,3.7,-1.7,Graduate,Average GPA,Average GPA
4047,2,1,1,12,1,1,1,2,2,2,2,0,0,0,1,0,0,18,0,0,8,8,7,13.9,0,0,8,8,7,13.9,0,12.7,3.7,-1.7,Graduate,Average GPA,Average GPA
4048,1,1,1,12,1,1,1,1,1,1,1,1,0,0,1,0,1,20,0,0,8,8,7,13.817142857142857,0,0,8,8,7,13.817142857142857,0,10.8,1.4,1.74,Graduate,Average GPA,Average GPA
4049,1,17,1,13,1,16,1,1,1,1,1,0,0,0,1,0,1,22,0,1,7,10,6,13.314285714285717,0,2,8,10,7,12.875,0,8.9,1.4,3.51,Graduate,Average GPA,Average GPA
4050,1,1,1,8,1,1,1,1,1,1,1,0,0,0,1,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,7.6,2.6,0.32,Dropout,Very Low GPA,Very Low GPA
4051,1,8,4,11,1,1,1,1,1,1,1,1,0,0,1,0,1,19,0,0,6,6,6,12.166666666666666,0,0,6,6,6,12.166666666666666,0,12.4,0.5,1.79,Graduate,Average GPA,Average GPA
4052,1,1,1,11,1,1,1,1,1,1,1,1,0,0,0,0,1,20,0,0,6,12,4,11.25,0,0,6,12,3,11.333333333333334,0,7.6,2.6,0.32,Dropout,Low GPA,Low GPA
4054,1,1,2,15,1,1,1,1,1,1,1,1,1,0,1,0,1,20,0,0,6,6,6,14.666666666666666,0,0,6,7,6,14.571428571428571,0,8.9,1.4,3.51,Graduate,Above Average GPA,Above Average GPA
4055,1,12,1,6,1,1,1,1,1,1,1,0,0,0,1,0,0,28,0,0,6,15,4,12.0,0,0,6,14,4,12.0,0,11.1,0.6,2.02,Dropout,Average GPA,Average GPA
4056,1,1,2,6,1,1,1,1,1,1,1,0,0,0,1,0,0,19,0,0,6,8,6,14.0,0,0,6,18,3,12.666666666666666,0,12.4,0.5,1.79,Graduate,Above Average GPA,Average GPA
4058,1,1,1,6,1,1,1,1,1,1,1,1,0,0,1,0,0,19,0,1,6,14,6,15.538461538461538,0,0,6,9,6,12.625,0,15.5,2.8,-4.06,Graduate,Above Average GPA,Average GPA
4059,1,1,3,15,1,1,1,1,1,1,1,1,0,0,0,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout,Very Low GPA,Very Low GPA
4060,1,3,1,8,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,6,6,6,15.0,0,0,6,6,6,14.833333333333334,0,8.9,1.4,3.51,Graduate,Above Average GPA,Above Average GPA
4061,1,14,1,8,1,1,1,1,1,1,1,1,0,0,1,0,0,22,0,0,5,11,4,12.25,0,0,5,9,5,13.285714285714286,0,12.7,3.7,-1.7,Graduate,Average GPA,Average GPA
4062,1,17,1,6,1,16,1,1,1,1,1,0,0,0,1,0,0,20,0,7,11,13,11,15.692307692307692,0,4,9,9,9,15.555555555555555,0,8.9,1.4,3.51,Graduate,Above Average GPA,Above Average GPA
4063,1,12,1,17,0,1,1,1,1,1,1,0,0,0,1,0,1,24,0,0,5,7,5,12.285714285714286,0,0,5,9,5,12.75,1,16.2,0.3,-0.92,Graduate,Average GPA,Average GPA
4066,1,1,1,13,1,1,1,1,1,1,1,1,0,0,1,0,1,20,0,0,7,10,7,11.88888888888889,0,0,8,10,8,11.95625,0,12.7,3.7,-1.7,Graduate,Low GPA,Low GPA
4067,2,4,1,3,0,3,1,2,2,2,2,0,0,0,0,0,0,35,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout,Very Low GPA,Very Low GPA
4068,1,1,1,14,1,1,1,1,1,1,1,0,0,0,1,0,1,18,0,0,5,6,5,11.8,0,0,5,5,5,12.6,0,9.4,-0.8,-3.12,Graduate,Low GPA,Average GPA
4069,1,8,2,10,1,1,1,1,1,1,1,1,0,0,1,0,0,19,0,0,6,7,6,11.166666666666666,0,0,6,9,6,11.666666666666666,0,9.4,-0.8,-3.12,Graduate,Low GPA,Low GPA
4070,1,9,1,12,1,1,1,1,1,1,1,0,0,0,1,0,0,18,0,0,7,7,7,14.05714285714286,0,0,8,9,8,14.6,0,16.2,0.3,-0.92,Graduate,Above Average GPA,Above Average GPA
4071,1,1,2,11,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,6,10,4,11.75,0,0,6,13,4,10.0,0,7.6,2.6,0.32,Dropout,Low GPA,Low GPA
4073,1,8,1,10,1,1,1,1,1,1,1,0,0,0,1,0,1,19,0,0,6,7,6,13.5,0,0,6,7,6,14.0,0,15.5,2.8,-4.06,Graduate,Average GPA,Above Average GPA
4074,1,9,1,12,1,1,1,1,1,1,1,1,0,0,1,0,1,20,0,0,7,10,7,12.625,0,0,8,8,8,13.0625,0,15.5,2.8,-4.06,Graduate,Average GPA,Average GPA
4075,1,8,3,6,1,1,1,1,1,1,1,0,0,0,1,0,0,21,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,Very Low GPA,Very Low GPA
4076,1,1,3,12,1,1,1,1,1,1,1,1,0,0,1,0,1,18,0,0,8,8,7,13.971428571428572,0,0,8,8,7,13.971428571428572,0,12.7,3.7,-1.7,Graduate,Average GPA,Average GPA
4077,1,1,5,5,1,1,1,1,1,1,1,1,0,0,1,0,0,18,0,0,6,7,2,11.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,Low GPA,Very Low GPA
4078,2,12,1,17,0,1,1,2,2,2,2,0,0,0,1,0,0,33,0,0,5,5,5,12.8,0,0,5,6,5,15.333333333333334,0,10.8,1.4,1.74,Graduate,Average GPA,Above Average GPA
4080,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Dropout,Very Low GPA,Very Low GPA
4083,1,4,1,17,0,3,1,1,1,1,1,0,0,0,1,0,0,28,0,0,5,7,5,13.714285714285714,0,0,5,7,5,13.142857142857142,0,16.2,0.3,-0.92,Graduate,Average GPA,Average GPA
4084,2,12,1,9,1,1,1,2,2,2,2,0,0,0,0,0,0,29,0,0,4,4,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout,Very Low GPA,Very Low GPA
